2025-06-23 16:59:09.369 INFO [common.LoggingManager initialize] Logging system initialized
2025-06-23 16:59:09.407 INFO [client.ClientUI main] Starting Secure File Transfer Client application
2025-06-23 16:59:10.521 INFO [client.ClientUI lambda$main$21] Client UI initialized and displayed
2025-06-23 17:00:06.468 INFO [client.Client connect] Connected to server: localhost:9999
2025-06-23 17:00:06.469 INFO [common.LoggingManager logSecurity] [SECURITY] Established socket connection to localhost:9999
2025-06-23 17:00:06.470 INFO [common.LoggingManager logSecurity] [SECURITY] Creating user object with credentials for: Pramitha
2025-06-23 17:00:06.670 INFO [common.LoggingManager logSecurity] [SECURITY] Loading transfer history for user: Pramitha
2025-06-23 17:00:06.679 INFO [client.TransferHistory loadHistory] Loaded 3 transfer records from data/Pramitha_transfer_history.dat
2025-06-23 17:00:06.681 INFO [common.LoggingManager logTransfer] [TRANSFER:5a11da13-6931-4939-8172-7b1d673de1cd] Loaded transfer record: File: architecture.pdf, Status: COMPLETED, From: Pramitha, To: Jayasooriya
2025-06-23 17:00:06.681 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Loaded transfer record: File: IMG_3095.jpg, Status: COMPLETED, From: Pramitha, To: Jayasooriya
2025-06-23 17:00:06.681 INFO [common.LoggingManager logTransfer] [TRANSFER:a19afc1c-3084-4cda-9faa-3f762b19c509] Loaded transfer record: File: 36_Enhancing NS-3 for Distributed Network Simulation.pdf, Status: COMPLETED, From: Pramitha, To: Jayasooriya
2025-06-23 17:00:06.682 INFO [common.LoggingManager logSecurity] [SECURITY] Sending authentication request to server
2025-06-23 17:00:06.689 INFO [client.Client login] Logged in as: Pramitha
2025-06-23 17:00:06.690 INFO [common.LoggingManager logSecurity] [SECURITY] Authentication successful for user: Pramitha
2025-06-23 17:00:06.691 INFO [client.TransferHistory loadHistory] Loaded 3 transfer records from data/Pramitha_transfer_history.dat
2025-06-23 17:00:06.691 INFO [common.LoggingManager logTransfer] [TRANSFER:5a11da13-6931-4939-8172-7b1d673de1cd] Loaded transfer record: File: architecture.pdf, Status: COMPLETED, From: Pramitha, To: Jayasooriya
2025-06-23 17:00:06.692 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Loaded transfer record: File: IMG_3095.jpg, Status: COMPLETED, From: Pramitha, To: Jayasooriya
2025-06-23 17:00:06.692 INFO [common.LoggingManager logTransfer] [TRANSFER:a19afc1c-3084-4cda-9faa-3f762b19c509] Loaded transfer record: File: 36_Enhancing NS-3 for Distributed Network Simulation.pdf, Status: COMPLETED, From: Pramitha, To: Jayasooriya
2025-06-23 17:00:33.302 INFO [client.Client initiateFileTransfer] Using public key of receiver: Jayasooriya
2025-06-23 17:00:33.331 INFO [client.TransferHistory saveHistory] Transfer history saved to data/Pramitha_transfer_history.dat
2025-06-23 17:00:33.331 INFO [common.LoggingManager logTransfer] [TRANSFER:5a11da13-6931-4939-8172-7b1d673de1cd] Saved transfer record: File: architecture.pdf, Status: COMPLETED, From: Pramitha, To: Jayasooriya
2025-06-23 17:00:33.332 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Saved transfer record: File: IMG_3095.jpg, Status: COMPLETED, From: Pramitha, To: Jayasooriya
2025-06-23 17:00:33.333 INFO [common.LoggingManager logTransfer] [TRANSFER:a19afc1c-3084-4cda-9faa-3f762b19c509] Saved transfer record: File: 36_Enhancing NS-3 for Distributed Network Simulation.pdf, Status: COMPLETED, From: Pramitha, To: Jayasooriya
2025-06-23 17:00:33.333 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Saved transfer record: File: NS3_report_revised.pdf, Status: IN_PROGRESS, From: Pramitha, To: Jayasooriya
2025-06-23 17:00:33.337 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Starting file transfer: File: NS3_report_revised.pdf, Size: 1044455 bytes
2025-06-23 17:00:35.856 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 195 of 255
2025-06-23 17:00:35.869 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 196 of 255
2025-06-23 17:00:35.882 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 197 of 255
2025-06-23 17:00:35.894 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 198 of 255
2025-06-23 17:00:35.907 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 199 of 255
2025-06-23 17:00:35.920 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 200 of 255
2025-06-23 17:00:35.932 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 201 of 255
2025-06-23 17:00:35.945 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 202 of 255
2025-06-23 17:00:35.958 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 203 of 255
2025-06-23 17:00:35.969 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 204 of 255
2025-06-23 17:00:35.980 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 205 of 255
2025-06-23 17:00:35.991 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 206 of 255
2025-06-23 17:00:36.004 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 207 of 255
2025-06-23 17:00:36.016 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 208 of 255
2025-06-23 17:00:36.028 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 209 of 255
2025-06-23 17:00:36.039 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 210 of 255
2025-06-23 17:00:36.050 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 211 of 255
2025-06-23 17:00:36.062 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 212 of 255
2025-06-23 17:00:36.075 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 213 of 255
2025-06-23 17:00:36.088 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 214 of 255
2025-06-23 17:00:36.099 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 215 of 255
2025-06-23 17:00:36.112 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 216 of 255
2025-06-23 17:00:36.124 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 217 of 255
2025-06-23 17:00:36.137 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 218 of 255
2025-06-23 17:00:36.148 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 219 of 255
2025-06-23 17:00:36.161 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 220 of 255
2025-06-23 17:00:36.171 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 221 of 255
2025-06-23 17:00:36.182 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 222 of 255
2025-06-23 17:00:36.195 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 223 of 255
2025-06-23 17:00:36.208 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 224 of 255
2025-06-23 17:00:36.219 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 225 of 255
2025-06-23 17:00:36.232 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 226 of 255
2025-06-23 17:00:36.242 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 227 of 255
2025-06-23 17:00:36.253 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 228 of 255
2025-06-23 17:00:36.266 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 229 of 255
2025-06-23 17:00:36.279 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 230 of 255
2025-06-23 17:00:36.291 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 231 of 255
2025-06-23 17:00:36.304 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 232 of 255
2025-06-23 17:00:36.317 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 233 of 255
2025-06-23 17:00:36.330 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 234 of 255
2025-06-23 17:00:36.343 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 235 of 255
2025-06-23 17:00:36.356 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 236 of 255
2025-06-23 17:00:36.368 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 237 of 255
2025-06-23 17:00:36.381 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 238 of 255
2025-06-23 17:00:36.392 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 239 of 255
2025-06-23 17:00:36.405 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 240 of 255
2025-06-23 17:00:36.417 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 241 of 255
2025-06-23 17:00:36.430 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 242 of 255
2025-06-23 17:00:36.442 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 243 of 255
2025-06-23 17:00:36.455 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 244 of 255
2025-06-23 17:00:36.468 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 245 of 255
2025-06-23 17:00:36.480 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 246 of 255
2025-06-23 17:00:36.492 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 247 of 255
2025-06-23 17:00:36.505 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 248 of 255
2025-06-23 17:00:36.516 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 249 of 255
2025-06-23 17:00:36.527 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 250 of 255
2025-06-23 17:00:36.540 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 251 of 255
2025-06-23 17:00:36.551 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 252 of 255
2025-06-23 17:00:36.564 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 253 of 255
2025-06-23 17:00:36.576 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 254 of 255
2025-06-23 17:00:36.589 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Transfer finishing: Sending completion notification
2025-06-23 17:00:36.591 INFO [client.TransferHistory saveHistory] Transfer history saved to data/Pramitha_transfer_history.dat
2025-06-23 17:00:36.591 INFO [common.LoggingManager logTransfer] [TRANSFER:5a11da13-6931-4939-8172-7b1d673de1cd] Saved transfer record: File: architecture.pdf, Status: COMPLETED, From: Pramitha, To: Jayasooriya
2025-06-23 17:00:36.591 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Saved transfer record: File: IMG_3095.jpg, Status: COMPLETED, From: Pramitha, To: Jayasooriya
2025-06-23 17:00:36.591 INFO [common.LoggingManager logTransfer] [TRANSFER:a19afc1c-3084-4cda-9faa-3f762b19c509] Saved transfer record: File: 36_Enhancing NS-3 for Distributed Network Simulation.pdf, Status: COMPLETED, From: Pramitha, To: Jayasooriya
2025-06-23 17:00:36.591 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Saved transfer record: File: NS3_report_revised.pdf, Status: COMPLETED, From: Pramitha, To: Jayasooriya
2025-06-23 17:00:36.592 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Transfer record updated: Status: Completed, File: NS3_report_revised.pdf
2025-06-23 17:00:36.592 INFO [client.Client sendFileData] File transfer completed: 3a112c56-de7a-44fd-a3a3-4cc86559f987
2025-06-23 17:00:36.592 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Transfer completed: All 255 chunks of NS3_report_revised.pdf sent successfully
